ID,Tipo,Nombre,Destino,País,Región,Categoría,Estrellas,Precio_neto_EUR,Precio_unidad,Comisión_%,Proveedor,Accesible_PMR,Notas,Contacto,Temporada_alta,Min_noches,Capacidad_max_pax,Tags
555,Experiencia,Tour privado Ibiza,Ibiza,ES,Europa,experiencia,,84,por persona,25,DMC local,Sí,Duración aproximada: 2 horas. Incluye guía.,info@tourpriv.com,Todo el año,,12,"experiencia,europa,experiencia"
556,Experiencia,Pasta making class Ibiza,Ibiza,ES,Europa,experiencia,,75,por persona,15,Contrato directo agencia,Sí,Duración aproximada: 2 horas. Incluye guía.,info@pastamak.com,Todo el año,,12,"experiencia,europa,experiencia"
557,Experiencia,Cata de vinos Menorca,Menorca,ES,Europa,experiencia,,140,por persona,20,Tours privados premium,No,Duración aproximada: 8 horas. Incluye guía.,info@catadevi.com,Todo el año,,12,"experiencia,europa,experiencia"
558,Experiencia,Tour privado Santiago de Compostela,Santiago de Compostela,ES,Europa,experiencia,,46,por persona,15,Proveedor verificado,No,Duración aproximada: 8 horas. Incluye guía.,info@tourpriv.com,Todo el año,,15,"experiencia,europa,experiencia"
559,Experiencia,Kayak Santiago de Compostela,Santiago de Compostela,ES,Europa,experiencia,,105,por persona,18,Partner exclusivo,Sí,Duración aproximada: 6 horas. Incluye guía.,info@kayak.com,Todo el año,,20,"experiencia,europa,experiencia"
560,Experiencia,Fado show + cena Santiago de Compostela,Santiago de Compostela,ES,Europa,experiencia,,29,por persona,20,Viator,No,Duración aproximada: 8 horas. Incluye guía.,info@fadoshow.com,Todo el año,,8,"experiencia,europa,experiencia"
561,Experiencia,Excursión de día Asturias,Asturias,ES,Europa,experiencia,,168,por persona,20,Contrato directo agencia,Sí,Duración aproximada: 8 horas. Incluye guía.,info@excursió.com,Todo el año,,15,"experiencia,europa,experiencia"
562,Experiencia,Flamenco show + cena Asturias,Asturias,ES,Europa,experiencia,,189,por persona,20,Inventario agencia,No,Duración aproximada: 8 horas. Incluye guía.,info@flamenco.com,Todo el año,,20,"experiencia,europa,experiencia"
563,Experiencia,Trekking Asturias,Asturias,ES,Europa,experiencia,,122,por persona,22,Inventario agencia,Parcial,Duración aproximada: 2 horas. Incluye guía.,info@trekking.com,Todo el año,,20,"experiencia,europa,experiencia"
564,Experiencia,Cata de vinos Ribadesella,Ribadesella,ES,Europa,experiencia,,46,por persona,22,Operador local,Parcial,Duración aproximada: 3 horas. Incluye guía.,info@catadevi.com,Todo el año,,15,"experiencia,europa,experiencia"
565,Experiencia,Kayak París,París,FR,Europa,experiencia,,173,por persona,25,Civitatis,Parcial,Duración aproximada: 4 horas. Incluye guía.,info@kayak.com,Todo el año,,12,"experiencia,europa,experiencia"
566,Experiencia,Clase de cocina París,París,FR,Europa,experiencia,,53,por persona,22,Contrato directo agencia,Sí,Duración aproximada: 8 horas. Incluye guía.,info@clasedec.com,Todo el año,,12,"experiencia,europa,experiencia"
567,Experiencia,Crucero Lyon,Lyon,FR,Europa,experiencia,,127,por persona,18,Partner exclusivo,No,Duración aproximada: 3 horas. Incluye guía.,info@crucero.com,Todo el año,,12,"experiencia,europa,experiencia"
568,Experiencia,Visita a templos Lyon,Lyon,FR,Europa,experiencia,,84,por persona,18,Operador local,No,Duración aproximada: 3 horas. Incluye guía.,info@visitaat.com,Todo el año,,12,"experiencia,europa,experiencia"
569,Experiencia,Trekking Niza,Niza,FR,Europa,experiencia,,128,por persona,18,GetYourGuide,Sí,Duración aproximada: 2 horas. Incluye guía.,info@trekking.com,Todo el año,,20,"experiencia,europa,experiencia"
570,Experiencia,Tour privado Marsella,Marsella,FR,Europa,experiencia,,179,por persona,15,Inventario agencia,No,Duración aproximada: 8 horas. Incluye guía.,info@tourpriv.com,Todo el año,,15,"experiencia,europa,experiencia"
571,Experiencia,Visita a templos Marsella,Marsella,FR,Europa,experiencia,,189,por persona,20,Inventario agencia,Sí,Duración aproximada: 8 horas. Incluye guía.,info@visitaat.com,Todo el año,,15,"experiencia,europa,experiencia"
572,Experiencia,Observación de fauna Marsella,Marsella,FR,Europa,experiencia,,89,por persona,25,Viator,Sí,Duración aproximada: 8 horas. Incluye guía.,info@observac.com,Todo el año,,20,"experiencia,europa,experiencia"
573,Experiencia,Flamenco show + cena Burdeos,Burdeos,FR,Europa,experiencia,,36,por persona,25,Contrato directo agencia,No,Duración aproximada: 3 horas. Incluye guía.,info@flamenco.com,Todo el año,,20,"experiencia,europa,experiencia"
574,Experiencia,Safari Burdeos,Burdeos,FR,Europa,experiencia,,173,por persona,22,Contrato directo agencia,Parcial,Duración aproximada: 2 horas. Incluye guía.,info@safari.com,Todo el año,,8,"experiencia,europa,experiencia"
575,Experiencia,Senderismo Estrasburgo,Estrasburgo,FR,Europa,experiencia,,134,por persona,25,GetYourGuide,No,Duración aproximada: 4 horas. Incluye guía.,info@senderis.com,Todo el año,,15,"experiencia,europa,experiencia"
576,Experiencia,Snorkel Estrasburgo,Estrasburgo,FR,Europa,experiencia,,182,por persona,20,Operador local,No,Duración aproximada: 6 horas. Incluye guía.,info@snorkel.com,Todo el año,,15,"experiencia,europa,experiencia"
577,Experiencia,Kayak Estrasburgo,Estrasburgo,FR,Europa,experiencia,,79,por persona,22,Tours privados premium,Sí,Duración aproximada: 6 horas. Incluye guía.,info@kayak.com,Todo el año,,15,"experiencia,europa,experiencia"
578,Experiencia,Observación de fauna Roma,Roma,IT,Europa,experiencia,,106,por persona,22,Viator,Parcial,Duración aproximada: 3 horas. Incluye guía.,info@observac.com,Todo el año,,12,"experiencia,europa,experiencia"
579,Experiencia,Safari Roma,Roma,IT,Europa,experiencia,,103,por persona,18,Proveedor verificado,No,Duración aproximada: 6 horas. Incluye guía.,info@safari.com,Todo el año,,12,"experiencia,europa,experiencia"
580,Experiencia,Buceo Milán,Milán,IT,Europa,experiencia,,161,por persona,15,Viator,No,Duración aproximada: 6 horas. Incluye guía.,info@buceo.com,Todo el año,,12,"experiencia,europa,experiencia"
581,Experiencia,Tour cultural Florencia,Florencia,IT,Europa,experiencia,,177,por persona,20,Inventario agencia,No,Duración aproximada: 4 horas. Incluye guía.,info@tourcult.com,Todo el año,,8,"experiencia,europa,experiencia"
582,Experiencia,Observación de fauna Florencia,Florencia,IT,Europa,experiencia,,55,por persona,18,Civitatis,Sí,Duración aproximada: 4 horas. Incluye guía.,info@observac.com,Todo el año,,20,"experiencia,europa,experiencia"
583,Experiencia,Safari Florencia,Florencia,IT,Europa,experiencia,,154,por persona,20,DMC local,No,Duración aproximada: 4 horas. Incluye guía.,info@safari.com,Todo el año,,15,"experiencia,europa,experiencia"
584,Experiencia,Tour privado Venecia,Venecia,IT,Europa,experiencia,,143,por persona,15,Contrato directo agencia,Parcial,Duración aproximada: 8 horas. Incluye guía.,info@tourpriv.com,Todo el año,,12,"experiencia,europa,experiencia"
585,Experiencia,Fado show + cena Venecia,Venecia,IT,Europa,experiencia,,189,por persona,25,Viator,No,Duración aproximada: 4 horas. Incluye guía.,info@fadoshow.com,Todo el año,,15,"experiencia,europa,experiencia"
586,Experiencia,Tour cultural Nápoles,Nápoles,IT,Europa,experiencia,,164,por persona,22,GetYourGuide,No,Duración aproximada: 8 horas. Incluye guía.,info@tourcult.com,Todo el año,,15,"experiencia,europa,experiencia"
587,Experiencia,Noche en el desierto Nápoles,Nápoles,IT,Europa,experiencia,,68,por persona,18,Contrato directo agencia,No,Duración aproximada: 8 horas. Incluye guía.,info@nocheene.com,Todo el año,,20,"experiencia,europa,experiencia"
588,Experiencia,Excursión de día Nápoles,Nápoles,IT,Europa,experiencia,,50,por persona,18,Contrato directo agencia,Sí,Duración aproximada: 4 horas. Incluye guía.,info@excursió.com,Todo el año,,15,"experiencia,europa,experiencia"
589,Experiencia,Clase de cocina Sicilia,Sicilia,IT,Europa,experiencia,,102,por persona,25,Tours privados premium,No,Duración aproximada: 6 horas. Incluye guía.,info@clasedec.com,Todo el año,,15,"experiencia,europa,experiencia"
590,Experiencia,Fado show + cena Sicilia,Sicilia,IT,Europa,experiencia,,174,por persona,22,Tours privados premium,Sí,Duración aproximada: 3 horas. Incluye guía.,info@fadoshow.com,Todo el año,,8,"experiencia,europa,experiencia"
591,Experiencia,Buceo Sicilia,Sicilia,IT,Europa,experiencia,,94,por persona,20,GetYourGuide,Sí,Duración aproximada: 3 horas. Incluye guía.,info@buceo.com,Todo el año,,20,"experiencia,europa,experiencia"
592,Experiencia,Safari Cerdeña,Cerdeña,IT,Europa,experiencia,,45,por persona,22,Proveedor verificado,Sí,Duración aproximada: 2 horas. Incluye guía.,info@safari.com,Todo el año,,20,"experiencia,europa,experiencia"
593,Experiencia,Excursión de día Cinque Terre,Cinque Terre,IT,Europa,experiencia,,56,por persona,20,Partner exclusivo,Sí,Duración aproximada: 2 horas. Incluye guía.,info@excursió.com,Todo el año,,20,"experiencia,europa,experiencia"
594,Experiencia,Clase de cocina Cinque Terre,Cinque Terre,IT,Europa,experiencia,,91,por persona,18,DMC local,No,Duración aproximada: 3 horas. Incluye guía.,info@clasedec.com,Todo el año,,12,"experiencia,europa,experiencia"
595,Experiencia,Tour cultural Cinque Terre,Cinque Terre,IT,Europa,experiencia,,75,por persona,15,Civitatis,Parcial,Duración aproximada: 4 horas. Incluye guía.,info@tourcult.com,Todo el año,,15,"experiencia,europa,experiencia"
596,Experiencia,Noche en el desierto Amalfi,Amalfi,IT,Europa,experiencia,,179,por persona,20,Proveedor verificado,No,Duración aproximada: 3 horas. Incluye guía.,info@nocheene.com,Todo el año,,12,"experiencia,europa,experiencia"
597,Experiencia,Fado show + cena Amalfi,Amalfi,IT,Europa,experiencia,,195,por persona,22,Partner exclusivo,No,Duración aproximada: 8 horas. Incluye guía.,info@fadoshow.com,Todo el año,,15,"experiencia,europa,experiencia"
598,Experiencia,Visita a templos Londres,Londres,GB,Europa,experiencia,,179,por persona,18,GetYourGuide,No,Duración aproximada: 4 horas. Incluye guía.,info@visitaat.com,Todo el año,,15,"experiencia,europa,experiencia"
599,Experiencia,Tour en globo Londres,Londres,GB,Europa,experiencia,,100,por persona,18,DMC local,Sí,Duración aproximada: 2 horas. Incluye guía.,info@tourengl.com,Todo el año,,12,"experiencia,europa,experiencia"
600,Experiencia,Clase de cocina Edimburgo,Edimburgo,GB,Europa,experiencia,,160,por persona,25,Civitatis,Parcial,Duración aproximada: 6 horas. Incluye guía.,info@clasedec.com,Todo el año,,20,"experiencia,europa,experiencia"
601,Experiencia,Clase de cocina Edimburgo,Edimburgo,GB,Europa,experiencia,,30,por persona,22,DMC local,Parcial,Duración aproximada: 3 horas. Incluye guía.,info@clasedec.com,Todo el año,,8,"experiencia,europa,experiencia"
602,Experiencia,Kayak Dublín,Dublín,IE,Europa,experiencia,,80,por persona,22,Proveedor verificado,No,Duración aproximada: 6 horas. Incluye guía.,info@kayak.com,Todo el año,,12,"experiencia,europa,experiencia"
603,Experiencia,Snorkel Dublín,Dublín,IE,Europa,experiencia,,136,por persona,22,Operador local,No,Duración aproximada: 2 horas. Incluye guía.,info@snorkel.com,Todo el año,,20,"experiencia,europa,experiencia"
604,Experiencia,Trekking Dublín,Dublín,IE,Europa,experiencia,,173,por persona,25,DMC local,No,Duración aproximada: 8 horas. Incluye guía.,info@trekking.com,Todo el año,,15,"experiencia,europa,experiencia"
605,Experiencia,Senderismo Ámsterdam,Ámsterdam,NL,Europa,experiencia,,46,por persona,18,Viator,No,Duración aproximada: 2 horas. Incluye guía.,info@senderis.com,Todo el año,,20,"experiencia,europa,experiencia"
606,Experiencia,Pasta making class Ámsterdam,Ámsterdam,NL,Europa,experiencia,,154,por persona,20,Partner exclusivo,No,Duración aproximada: 3 horas. Incluye guía.,info@pastamak.com,Todo el año,,15,"experiencia,europa,experiencia"
607,Experiencia,Buceo Bruselas,Bruselas,BE,Europa,experiencia,,41,por persona,25,Civitatis,Sí,Duración aproximada: 2 horas. Incluye guía.,info@buceo.com,Todo el año,,15,"experiencia,europa,experiencia"
608,Experiencia,Buceo Berlín,Berlín,DE,Europa,experiencia,,151,por persona,15,Operador local,Sí,Duración aproximada: 3 horas. Incluye guía.,info@buceo.com,Todo el año,,8,"experiencia,europa,experiencia"
609,Experiencia,Visita a templos Berlín,Berlín,DE,Europa,experiencia,,88,por persona,20,Tours privados premium,No,Duración aproximada: 6 horas. Incluye guía.,info@visitaat.com,Todo el año,,15,"experiencia,europa,experiencia"
610,Experiencia,Visita guiada Múnich,Múnich,DE,Europa,experiencia,,120,por persona,15,Viator,Sí,Duración aproximada: 4 horas. Incluye guía.,info@visitagu.com,Todo el año,,20,"experiencia,europa,experiencia"
611,Experiencia,Excursión de día Múnich,Múnich,DE,Europa,experiencia,,180,por persona,22,Viator,Sí,Duración aproximada: 4 horas. Incluye guía.,info@excursió.com,Todo el año,,20,"experiencia,europa,experiencia"
612,Experiencia,Safari Hamburgo,Hamburgo,DE,Europa,experiencia,,97,por persona,22,Inventario agencia,Sí,Duración aproximada: 2 horas. Incluye guía.,info@safari.com,Todo el año,,12,"experiencia,europa,experiencia"
613,Experiencia,Safari Viena,Viena,AT,Europa,experiencia,,174,por persona,18,Inventario agencia,No,Duración aproximada: 4 horas. Incluye guía.,info@safari.com,Todo el año,,15,"experiencia,europa,experiencia"
614,Experiencia,Snorkel Viena,Viena,AT,Europa,experiencia,,38,por persona,25,Proveedor verificado,Sí,Duración aproximada: 4 horas. Incluye guía.,info@snorkel.com,Todo el año,,20,"experiencia,europa,experiencia"
615,Experiencia,Clase de cocina Salzburgo,Salzburgo,AT,Europa,experiencia,,82,por persona,20,Civitatis,Parcial,Duración aproximada: 3 horas. Incluye guía.,info@clasedec.com,Todo el año,,8,"experiencia,europa,experiencia"
616,Experiencia,Trekking Salzburgo,Salzburgo,AT,Europa,experiencia,,150,por persona,20,Civitatis,Sí,Duración aproximada: 4 horas. Incluye guía.,info@trekking.com,Todo el año,,8,"experiencia,europa,experiencia"
617,Experiencia,Observación de fauna Salzburgo,Salzburgo,AT,Europa,experiencia,,96,por persona,15,Civitatis,Parcial,Duración aproximada: 6 horas. Incluye guía.,info@observac.com,Todo el año,,12,"experiencia,europa,experiencia"
618,Experiencia,Excursión de día Praga,Praga,CZ,Europa,experiencia,,97,por persona,18,Inventario agencia,Sí,Duración aproximada: 8 horas. Incluye guía.,info@excursió.com,Todo el año,,15,"experiencia,europa,experiencia"
619,Experiencia,Visita guiada Praga,Praga,CZ,Europa,experiencia,,44,por persona,20,Viator,Parcial,Duración aproximada: 8 horas. Incluye guía.,info@visitagu.com,Todo el año,,8,"experiencia,europa,experiencia"
620,Experiencia,Visita a templos Budapest,Budapest,HU,Europa,experiencia,,92,por persona,20,Proveedor verificado,Parcial,Duración aproximada: 4 horas. Incluye guía.,info@visitaat.com,Todo el año,,20,"experiencia,europa,experiencia"
621,Experiencia,Senderismo Cracovia,Cracovia,PL,Europa,experiencia,,33,por persona,22,Contrato directo agencia,Parcial,Duración aproximada: 3 horas. Incluye guía.,info@senderis.com,Todo el año,,15,"experiencia,europa,experiencia"
622,Experiencia,Visita guiada Cracovia,Cracovia,PL,Europa,experiencia,,164,por persona,22,Proveedor verificado,No,Duración aproximada: 8 horas. Incluye guía.,info@visitagu.com,Todo el año,,20,"experiencia,europa,experiencia"
623,Experiencia,Senderismo Cracovia,Cracovia,PL,Europa,experiencia,,187,por persona,18,Proveedor verificado,No,Duración aproximada: 4 horas. Incluye guía.,info@senderis.com,Todo el año,,20,"experiencia,europa,experiencia"
624,Experiencia,Pasta making class Varsovia,Varsovia,PL,Europa,experiencia,,183,por persona,18,GetYourGuide,Parcial,Duración aproximada: 3 horas. Incluye guía.,info@pastamak.com,Todo el año,,20,"experiencia,europa,experiencia"
625,Experiencia,Clase de cocina Varsovia,Varsovia,PL,Europa,experiencia,,101,por persona,25,Contrato directo agencia,No,Duración aproximada: 2 horas. Incluye guía.,info@clasedec.com,Todo el año,,20,"experiencia,europa,experiencia"
626,Experiencia,Snorkel Lisboa,Lisboa,PT,Europa,experiencia,,32,por persona,25,Contrato directo agencia,Parcial,Duración aproximada: 3 horas. Incluye guía.,info@snorkel.com,Todo el año,,15,"experiencia,europa,experiencia"
627,Experiencia,Excursión de día Lisboa,Lisboa,PT,Europa,experiencia,,178,por persona,22,Operador local,Parcial,Duración aproximada: 6 horas. Incluye guía.,info@excursió.com,Todo el año,,12,"experiencia,europa,experiencia"
628,Experiencia,Pasta making class Lisboa,Lisboa,PT,Europa,experiencia,,107,por persona,20,Tours privados premium,Parcial,Duración aproximada: 4 horas. Incluye guía.,info@pastamak.com,Todo el año,,8,"experiencia,europa,experiencia"
629,Experiencia,Tour cultural Oporto,Oporto,PT,Europa,experiencia,,46,por persona,15,Viator,Sí,Duración aproximada: 2 horas. Incluye guía.,info@tourcult.com,Todo el año,,12,"experiencia,europa,experiencia"
630,Experiencia,Visita a templos Algarve,Algarve,PT,Europa,experiencia,,81,por persona,15,Civitatis,Parcial,Duración aproximada: 6 horas. Incluye guía.,info@visitaat.com,Todo el año,,20,"experiencia,europa,experiencia"
631,Experiencia,Pasta making class Atenas,Atenas,GR,Europa,experiencia,,194,por persona,20,Civitatis,No,Duración aproximada: 3 horas. Incluye guía.,info@pastamak.com,Todo el año,,8,"experiencia,europa,experiencia"
632,Experiencia,Tour privado Atenas,Atenas,GR,Europa,experiencia,,86,por persona,22,GetYourGuide,No,Duración aproximada: 2 horas. Incluye guía.,info@tourpriv.com,Todo el año,,15,"experiencia,europa,experiencia"
633,Experiencia,Flamenco show + cena Atenas,Atenas,GR,Europa,experiencia,,144,por persona,20,Civitatis,Parcial,Duración aproximada: 4 horas. Incluye guía.,info@flamenco.com,Todo el año,,8,"experiencia,europa,experiencia"
634,Experiencia,Excursión de día Santorini,Santorini,GR,Europa,experiencia,,112,por persona,15,Operador local,Parcial,Duración aproximada: 2 horas. Incluye guía.,info@excursió.com,Todo el año,,8,"experiencia,europa,experiencia"
635,Experiencia,Trekking Santorini,Santorini,GR,Europa,experiencia,,177,por persona,22,Operador local,Sí,Duración aproximada: 8 horas. Incluye guía.,info@trekking.com,Todo el año,,12,"experiencia,europa,experiencia"
636,Experiencia,Fado show + cena Santorini,Santorini,GR,Europa,experiencia,,77,por persona,25,Proveedor verificado,No,Duración aproximada: 2 horas. Incluye guía.,info@fadoshow.com,Todo el año,,15,"experiencia,europa,experiencia"
637,Experiencia,Noche en el desierto Mykonos,Mykonos,GR,Europa,experiencia,,147,por persona,15,Viator,Sí,Duración aproximada: 8 horas. Incluye guía.,info@nocheene.com,Todo el año,,20,"experiencia,europa,experiencia"
638,Experiencia,Tour cultural Mykonos,Mykonos,GR,Europa,experiencia,,122,por persona,18,Proveedor verificado,Parcial,Duración aproximada: 6 horas. Incluye guía.,info@tourcult.com,Todo el año,,15,"experiencia,europa,experiencia"
639,Experiencia,Crucero Mykonos,Mykonos,GR,Europa,experiencia,,182,por persona,20,Contrato directo agencia,No,Duración aproximada: 6 horas. Incluye guía.,info@crucero.com,Todo el año,,15,"experiencia,europa,experiencia"
640,Experiencia,Trekking Creta,Creta,GR,Europa,experiencia,,186,por persona,25,Operador local,No,Duración aproximada: 8 horas. Incluye guía.,info@trekking.com,Todo el año,,15,"experiencia,europa,experiencia"
641,Experiencia,Kayak Creta,Creta,GR,Europa,experiencia,,154,por persona,22,Tours privados premium,Sí,Duración aproximada: 2 horas. Incluye guía.,info@kayak.com,Todo el año,,15,"experiencia,europa,experiencia"
642,Experiencia,Pasta making class Creta,Creta,GR,Europa,experiencia,,32,por persona,25,Viator,No,Duración aproximada: 2 horas. Incluye guía.,info@pastamak.com,Todo el año,,15,"experiencia,europa,experiencia"
643,Experiencia,Senderismo Rodas,Rodas,GR,Europa,experiencia,,116,por persona,15,DMC local,Parcial,Duración aproximada: 8 horas. Incluye guía.,info@senderis.com,Todo el año,,12,"experiencia,europa,experiencia"
644,Experiencia,Visita guiada Dubrovnik,Dubrovnik,HR,Europa,experiencia,,156,por persona,20,Viator,Sí,Duración aproximada: 4 horas. Incluye guía.,info@visitagu.com,Todo el año,,15,"experiencia,europa,experiencia"
645,Experiencia,Trekking Split,Split,HR,Europa,experiencia,,92,por persona,20,DMC local,Sí,Duración aproximada: 8 horas. Incluye guía.,info@trekking.com,Todo el año,,20,"experiencia,europa,experiencia"
646,Experiencia,Fado show + cena Split,Split,HR,Europa,experiencia,,88,por persona,15,Contrato directo agencia,No,Duración aproximada: 3 horas. Incluye guía.,info@fadoshow.com,Todo el año,,20,"experiencia,europa,experiencia"
647,Experiencia,Fado show + cena Split,Split,HR,Europa,experiencia,,54,por persona,25,DMC local,Sí,Duración aproximada: 8 horas. Incluye guía.,info@fadoshow.com,Todo el año,,20,"experiencia,europa,experiencia"
648,Experiencia,Visita guiada Estambul,Estambul,TR,Europa,experiencia,,121,por persona,20,Tours privados premium,No,Duración aproximada: 2 horas. Incluye guía.,info@visitagu.com,Todo el año,,12,"experiencia,europa,experiencia"
649,Experiencia,Pasta making class Éfeso,Éfeso,TR,Europa,experiencia,,30,por persona,22,Civitatis,No,Duración aproximada: 8 horas. Incluye guía.,info@pastamak.com,Todo el año,,8,"experiencia,europa,experiencia"
650,Experiencia,Crucero Éfeso,Éfeso,TR,Europa,experiencia,,179,por persona,25,Viator,No,Duración aproximada: 8 horas. Incluye guía.,info@crucero.com,Todo el año,,12,"experiencia,europa,experiencia"
651,Experiencia,Buceo Éfeso,Éfeso,TR,Europa,experiencia,,41,por persona,22,Inventario agencia,Parcial,Duración aproximada: 8 horas. Incluye guía.,info@buceo.com,Todo el año,,8,"experiencia,europa,experiencia"
652,Experiencia,Tour en globo Capadocia,Capadocia,TR,Europa,experiencia,,109,por persona,22,Viator,Sí,Duración aproximada: 4 horas. Incluye guía.,info@tourengl.com,Todo el año,,8,"experiencia,europa,experiencia"
653,Experiencia,Fado show + cena Copenhague,Copenhague,DK,Europa,experiencia,,41,por persona,25,Tours privados premium,No,Duración aproximada: 2 horas. Incluye guía.,info@fadoshow.com,Todo el año,,20,"experiencia,europa,experiencia"
654,Experiencia,Tour cultural Copenhague,Copenhague,DK,Europa,experiencia,,150,por persona,18,Viator,No,Duración aproximada: 8 horas. Incluye guía.,info@tourcult.com,Todo el año,,12,"experiencia,europa,experiencia"
655,Experiencia,Observación de fauna Estocolmo,Estocolmo,SE,Europa,experiencia,,188,por persona,18,Proveedor verificado,Parcial,Duración aproximada: 8 horas. Incluye guía.,info@observac.com,Todo el año,,12,"experiencia,europa,experiencia"
656,Experiencia,Trekking Estocolmo,Estocolmo,SE,Europa,experiencia,,47,por persona,20,Tours privados premium,No,Duración aproximada: 8 horas. Incluye guía.,info@trekking.com,Todo el año,,8,"experiencia,europa,experiencia"
657,Experiencia,Tour en globo Oslo,Oslo,NO,Europa,experiencia,,146,por persona,20,Contrato directo agencia,Sí,Duración aproximada: 4 horas. Incluye guía.,info@tourengl.com,Todo el año,,15,"experiencia,europa,experiencia"
658,Experiencia,Tour privado Helsinki,Helsinki,FI,Europa,experiencia,,113,por persona,18,Contrato directo agencia,Parcial,Duración aproximada: 6 horas. Incluye guía.,info@tourpriv.com,Todo el año,,12,"experiencia,europa,experiencia"
659,Experiencia,Noche en el desierto Helsinki,Helsinki,FI,Europa,experiencia,,40,por persona,18,Operador local,Parcial,Duración aproximada: 4 horas. Incluye guía.,info@nocheene.com,Todo el año,,12,"experiencia,europa,experiencia"
660,Experiencia,Excursión de día Helsinki,Helsinki,FI,Europa,experiencia,,58,por persona,15,Operador local,Parcial,Duración aproximada: 3 horas. Incluye guía.,info@excursió.com,Todo el año,,15,"experiencia,europa,experiencia"
661,Experiencia,Crucero Reikiavik,Reikiavik,IS,Europa,experiencia,,58,por persona,20,Inventario agencia,No,Duración aproximada: 2 horas. Incluye guía.,info@crucero.com,Todo el año,,15,"experiencia,europa,experiencia"
662,Experiencia,Flamenco show + cena Zúrich,Zúrich,CH,Europa,experiencia,,87,por persona,18,Proveedor verificado,Parcial,Duración aproximada: 4 horas. Incluye guía.,info@flamenco.com,Todo el año,,20,"experiencia,europa,experiencia"
663,Experiencia,Buceo Ginebra,Ginebra,CH,Europa,experiencia,,32,por persona,22,Partner exclusivo,Parcial,Duración aproximada: 8 horas. Incluye guía.,info@buceo.com,Todo el año,,8,"experiencia,europa,experiencia"
664,Experiencia,Cata de vinos Ginebra,Ginebra,CH,Europa,experiencia,,75,por persona,15,DMC local,Sí,Duración aproximada: 8 horas. Incluye guía.,info@catadevi.com,Todo el año,,15,"experiencia,europa,experiencia"
665,Experiencia,Visita guiada Ginebra,Ginebra,CH,Europa,experiencia,,158,por persona,15,GetYourGuide,No,Duración aproximada: 4 horas. Incluye guía.,info@visitagu.com,Todo el año,,15,"experiencia,europa,experiencia"
666,Experiencia,Tour privado Berna,Berna,CH,Europa,experiencia,,109,por persona,22,Operador local,No,Duración aproximada: 8 horas. Incluye guía.,info@tourpriv.com,Todo el año,,8,"experiencia,europa,experiencia"
667,Experiencia,Visita a templos Nueva York,Nueva York,US,América,experiencia,,177,por persona,25,GetYourGuide,Sí,Duración aproximada: 3 horas. Incluye guía.,info@visitaat.com,Todo el año,,20,"experiencia,américa,experiencia"
668,Experiencia,Flamenco show + cena Nueva York,Nueva York,US,América,experiencia,,30,por persona,15,Operador local,Parcial,Duración aproximada: 4 horas. Incluye guía.,info@flamenco.com,Todo el año,,15,"experiencia,américa,experiencia"
669,Experiencia,Observación de fauna Miami,Miami,US,América,experiencia,,65,por persona,15,Contrato directo agencia,Parcial,Duración aproximada: 4 horas. Incluye guía.,info@observac.com,Todo el año,,15,"experiencia,américa,experiencia"
670,Experiencia,Clase de cocina Miami,Miami,US,América,experiencia,,85,por persona,25,DMC local,Sí,Duración aproximada: 4 horas. Incluye guía.,info@clasedec.com,Todo el año,,20,"experiencia,américa,experiencia"
671,Experiencia,Flamenco show + cena Los Ángeles,Los Ángeles,US,América,experiencia,,96,por persona,18,Viator,No,Duración aproximada: 6 horas. Incluye guía.,info@flamenco.com,Todo el año,,12,"experiencia,américa,experiencia"
672,Experiencia,Observación de fauna San Francisco,San Francisco,US,América,experiencia,,158,por persona,25,Operador local,No,Duración aproximada: 3 horas. Incluye guía.,info@observac.com,Todo el año,,12,"experiencia,américa,experiencia"
673,Experiencia,Clase de cocina Chicago,Chicago,US,América,experiencia,,179,por persona,20,Inventario agencia,Parcial,Duración aproximada: 3 horas. Incluye guía.,info@clasedec.com,Todo el año,,12,"experiencia,américa,experiencia"
674,Experiencia,Buceo Chicago,Chicago,US,América,experiencia,,173,por persona,25,Operador local,Sí,Duración aproximada: 4 horas. Incluye guía.,info@buceo.com,Todo el año,,12,"experiencia,américa,experiencia"
675,Experiencia,Buceo Las Vegas,Las Vegas,US,América,experiencia,,169,por persona,18,Contrato directo agencia,Sí,Duración aproximada: 8 horas. Incluye guía.,info@buceo.com,Todo el año,,8,"experiencia,américa,experiencia"
676,Experiencia,Snorkel Las Vegas,Las Vegas,US,América,experiencia,,106,por persona,18,Civitatis,No,Duración aproximada: 6 horas. Incluye guía.,info@snorkel.com,Todo el año,,20,"experiencia,américa,experiencia"
677,Experiencia,Noche en el desierto Nueva Orleans,Nueva Orleans,US,América,experiencia,,95,por persona,18,Operador local,Sí,Duración aproximada: 3 horas. Incluye guía.,info@nocheene.com,Todo el año,,12,"experiencia,américa,experiencia"
678,Experiencia,Tour privado Nueva Orleans,Nueva Orleans,US,América,experiencia,,93,por persona,25,Partner exclusivo,Parcial,Duración aproximada: 3 horas. Incluye guía.,info@tourpriv.com,Todo el año,,12,"experiencia,américa,experiencia"
679,Experiencia,Tour privado Boston,Boston,US,América,experiencia,,116,por persona,15,Inventario agencia,Sí,Duración aproximada: 8 horas. Incluye guía.,info@tourpriv.com,Todo el año,,20,"experiencia,américa,experiencia"
